"Cluster","Mes","Tratamiento","N_Simulaciones","N_Ventas","Tasa_Curse","Tasa_Promedio","Monto_Promedio","Plazo_Promedio","Tasa_Prom","Revenue_Potencial"
"Chileno","2019-01","Ejecutivo=0, Correos=0",5761,1940,33.674709251866,1.7515468109298,5906810.79500087,27.4520048602673,0.017515468109298,3073107112.44544
"Chileno","2019-01","Ejecutivo=0, Correos=1",6713,2239,33.3531952927156,1.7460064472795,5794257.75122896,27.4979889766125,0.017460064472795,3473420871.97307
"Chileno","2019-01","Ejecutivo=0, Correos=2",5707,1883,32.9945680742947,1.75037126669296,5667998.87191169,27.6451725950587,0.0175037126669296,2881061611.07388
"Chileno","2019-01","Ejecutivo=0, Correos=3",14558,4959,34.0637450199203,1.75310204209488,5649328.98179695,27.4705316664377,0.0175310204209488,7525412832.11655
"Chileno","2019-01","Ejecutivo=0, Correos=4",23587,8007,33.9466655361004,1.75205543323125,5988974.56620172,27.4935345741298,0.0175205543323125,12884320424.2898
"Chileno","2019-01","Ejecutivo=1, Correos=0",7727,2509,32.4705577843924,1.74070524954286,8053483.44558043,27.4609809757991,0.0174070524954286,5384813337.3271
"Chileno","2019-01","Ejecutivo=1, Correos=1",8734,2781,31.8410808335242,1.74881251267628,7666468.09560339,27.5309136707122,0.0174881251267628,5725155177.17579
"Chileno","2019-01","Ejecutivo=1, Correos=2",51737,16610,32.1046833020855,1.75150658076678,7909979.76535168,27.443898950461,0.0175150658076678,35222820810.6517
"Chileno","2019-02","Ejecutivo=0, Correos=0",5680,1903,33.5035211267606,1.75198262841717,5562784.56514085,27.5985915492958,0.0175198262841717,2855423852.23888
"Chileno","2019-02","Ejecutivo=0, Correos=1",6866,2367,34.4742207981357,1.74213168244257,5888051.32158462,27.3722691523449,0.0174213168244257,3704919019.88717
"Chileno","2019-02","Ejecutivo=0, Correos=2",5521,1895,34.3234921209926,1.74362809946103,5505263.57960514,27.463865241804,0.0174362809946103,2785480171.4658
"Chileno","2019-02","Ejecutivo=0, Correos=3",14570,4951,33.98078242965,1.74811707237099,6002400.35353466,27.466918325326,0.0174811707237099,7957470527.61708
"Chileno","2019-02","Ejecutivo=0, Correos=4",23593,7974,33.7981604713262,1.75236432776791,5709132.7330988,27.4768363497648,0.0175236432776791,12226259838.0827
"Chileno","2019-02","Ejecutivo=1, Correos=0",7915,2464,31.1307643714466,1.75838434908197,8076741.6614024,27.6174352495262,0.0175838434908197,5392865010.0592
"Chileno","2019-02","Ejecutivo=1, Correos=1",8836,2795,31.6319601629697,1.75179237303324,7761340.51437302,27.5432322317791,0.0175179237303324,5838512592.62898
"Chileno","2019-02","Ejecutivo=1, Correos=2",52376,16907,32.2800519321827,1.75144347108005,7771109.2190698,27.4681342599664,0.0175144347108005,35254115366.7428
"Chileno","2019-03","Ejecutivo=0, Correos=0",5834,1900,32.5677065478231,1.76269773347039,5820083.68306479,27.3971546109016,0.0176269773347039,2979564309.80947
"Chileno","2019-03","Ejecutivo=0, Correos=1",6606,2260,34.2113230396609,1.75338398182495,5691008.70799273,27.5333030578262,0.0175338398182495,3463704110.27978
"Chileno","2019-03","Ejecutivo=0, Correos=2",5633,1882,33.4102609621871,1.74846736730027,5614478.21480561,27.5897390378129,0.0174846736730027,2843089786.86009
"Chileno","2019-03","Ejecutivo=0, Correos=3",14650,5024,34.2935153583618,1.75001426919595,5674512.23078498,27.4767918088737,0.0175001426919595,7645417608.47498
"Chileno","2019-03","Ejecutivo=0, Correos=4",23830,8068,33.8564834242551,1.75243857061687,5738629.9796475,27.4554343264792,0.0175243857061687,12424811174.6115
"Chileno","2019-03","Ejecutivo=1, Correos=0",7775,2380,30.6109324758842,1.75807972838008,7238877.63434084,27.6059163987138,0.0175807972838008,4665757095.043
"Chileno","2019-03","Ejecutivo=1, Correos=1",8803,2822,32.0572532091333,1.74969771241943,7998585.19811428,27.4149721685789,0.0174969771241943,6038012803.24905
"Chileno","2019-03","Ejecutivo=1, Correos=2",52300,16875,32.2657743785851,1.7495213114348,7949331.51351816,27.4995602294455,0.0174952131143481,35994812630.7386
"Chileno","2019-04","Ejecutivo=0, Correos=0",5845,1947,33.3105218135158,1.7511051782332,5696469.04482464,27.3260906757913,0.017511051782332,2959414482.75159
"Chileno","2019-04","Ejecutivo=0, Correos=1",6723,2284,33.9729287520452,1.75638394270318,5976320.64614012,27.5177748029154,0.0175638394270318,3680553319.93826
"Chileno","2019-04","Ejecutivo=0, Correos=2",5504,1841,33.4484011627907,1.75230429213455,5682379.70039971,27.4725654069767,0.0175230429213455,2808958329.01044
"Chileno","2019-04","Ejecutivo=0, Correos=3",14501,4922,33.9424867250534,1.74883798434905,5544361.78463554,27.4025239638646,0.0174883798434905,7292628076.98728
"Chileno","2019-04","Ejecutivo=0, Correos=4",23641,7874,33.3065437164249,1.74938964335642,5542929.70204306,27.5097077111797,0.0174938964335642,11714712988.0284
"Chileno","2019-04","Ejecutivo=1, Correos=0",7970,2573,32.2835633626098,1.74827694351155,8012669.89297365,27.5644918444166,0.0174827694351155,5541345090.99867
"Chileno","2019-04","Ejecutivo=1, Correos=1",8789,2873,32.6885880077369,1.74661105341611,7847439.11616794,27.6442143588577,0.0174661105341611,6071849585.82528
"Chileno","2019-04","Ejecutivo=1, Correos=2",52062,16738,32.1501286927125,1.75116803140577,7851297.35803465,27.4421266950943,0.0175116803140577,35221285858.4253
"Chileno","2019-05","Ejecutivo=0, Correos=0",5779,1928,33.362173386399,1.75984125091943,5966806.22028033,27.4850320124589,0.0175984125091943,3104624666.36365
"Chileno","2019-05","Ejecutivo=0, Correos=1",6738,2344,34.7877708518848,1.73922197756737,5764464.25675275,27.4685366577619,0.0173922197756737,3598577315.40649
"Chileno","2019-05","Ejecutivo=0, Correos=2",5569,1885,33.8480876279404,1.7461533609353,5716517.84341893,27.2375650924762,0.017461533609353,2856936000.3463
"Chileno","2019-05","Ejecutivo=0, Correos=3",14524,4853,33.4136601487194,1.75530661264715,5739181.02334068,27.4241944367943,0.0175530661264715,7478637060.57624
"Chileno","2019-05","Ejecutivo=0, Correos=4",23637,7954,33.6506324829716,1.75217336306346,5812098.59318018,27.4673181875873,0.0175217336306346,12409634659.3071
"Chileno","2019-05","Ejecutivo=1, Correos=0",7787,2556,32.8239373314499,1.74912821009047,7899775.72608193,27.4716835751894,0.0174912821009047,5411025436.68139
"Chileno","2019-05","Ejecutivo=1, Correos=1",8795,2898,32.9505400795907,1.75108622788067,7891242.69005117,27.5826037521319,0.0175108622788067,6161467893.42311
"Chileno","2019-05","Ejecutivo=1, Correos=2",52276,16739,32.0204300252506,1.75127649142904,7889114.07297804,27.517005891805,0.0175127649142904,35495643530.2506
"Chileno","2019-06","Ejecutivo=0, Correos=0",5720,1892,33.0769230769231,1.75385026600534,6140405.34300699,27.6517482517483,0.0175385026600534,3143553085.12795
"Chileno","2019-06","Ejecutivo=0, Correos=1",6727,2245,33.3729745800505,1.75625159933858,5886079.22476587,27.5486844061246,0.0175625159933858,3566948131.81402
"Chileno","2019-06","Ejecutivo=0, Correos=2",5622,1916,34.0803984347207,1.7459065616272,5580405.75827108,27.6567057986482,0.017459065616272,2879618546.42931
"Chileno","2019-06","Ejecutivo=0, Correos=3",14646,4980,34.0024580090127,1.74389896021578,5942504.89888024,27.5558514270108,0.0174389896021578,7930321903.59019
"Chileno","2019-06","Ejecutivo=0, Correos=4",23502,8024,34.1417751680708,1.74868942657565,5725538.33231214,27.5366351799847,0.0174868942657565,12338409095.3165
"Chileno","2019-06","Ejecutivo=1, Correos=0",7884,2587,32.8132927447996,1.74394427636378,7765224.91907661,27.4805936073059,0.0174394427636378,5368115224.62163
"Chileno","2019-06","Ejecutivo=1, Correos=1",8708,2794,32.0854386770785,1.74766638116809,8116432.42145154,27.5380110243454,0.0174766638116809,6086871444.07519
"Chileno","2019-06","Ejecutivo=1, Correos=2",51485,16695,32.4269204622706,1.75010050107453,7826728.17913956,27.43593279596,0.0175010050107453,34989833517.8557
