"Cluster","Mes","Tratamiento","N_Simulaciones","N_Ventas","Tasa_Curse","Tasa_Promedio","Monto_Promedio","Plazo_Promedio","Revenue_Potencial","Tasa_Prom"
"Femenino","2019-10","Ejecutivo=1, Correos=1",3868,1267,32.7559462254395,1.74444733629716,6772668.03205791,27.5780765253361,2302172367.07653,0.0174444733629716
"Femenino","2019-10","Ejecutivo=1, Correos=2",23133,7339,31.7252409977089,1.75474426249303,6293276.88898975,27.42216746639,12396348769.0343,0.0175474426249303
"Femenino","2019-11","Ejecutivo=0, Correos=0",2690,877,32.6022304832714,1.76384053096684,5278952.95724907,27.5390334572491,1255011817.81533,0.0176384053096684
"Femenino","2019-11","Ejecutivo=0, Correos=1",3137,986,31.4313037934332,1.75125138924147,4871709.80076506,27.6174689193497,1296021582.51984,0.0175125138924147
"Femenino","2019-11","Ejecutivo=0, Correos=2",2573,852,33.1130975514963,1.74604823842618,4677600.46171784,27.4076952973183,1063401186.56709,0.0174604823842618
"Femenino","2019-11","Ejecutivo=0, Correos=3",6756,2254,33.3629366489047,1.75759875280353,4913292.60938425,27.5458851391356,2991516611.41219,0.0175759875280353
"Femenino","2019-11","Ejecutivo=0, Correos=4",11236,3778,33.624065503738,1.75515804091367,4763935.3506586,27.6036845852617,4865104634.9887,0.0175515804091367
"Femenino","2019-11","Ejecutivo=1, Correos=0",3442,1106,32.1324811156304,1.74599281218174,6535984.20627542,27.3381754793725,1923718846.76718,0.0174599281218174
"Femenino","2019-11","Ejecutivo=1, Correos=1",3858,1218,31.5707620528771,1.7480899723776,5956561.30145153,27.5889061689995,1951598796.82019,0.017480899723776
"Femenino","2019-11","Ejecutivo=1, Correos=2",23116,7320,31.666378266136,1.75192745717857,6421194.97607718,27.4582107631078,12611091678.2877,0.0175192745717857
"Femenino","2019-12","Ejecutivo=0, Correos=0",2762,948,34.3229543808834,1.74838481939947,4520551.26864591,27.3146270818248,1141097584.12146,0.0174838481939947
"Femenino","2019-12","Ejecutivo=0, Correos=1",3142,1017,32.3679185232336,1.75452856594751,4428887.53628262,27.6218968809675,1217897514.40074,0.0175452856594751
"Femenino","2019-12","Ejecutivo=0, Correos=2",2611,867,33.2056683263118,1.74766541887204,4672094.27728839,27.4634239754883,1084202671.43244,0.0174766541887204
"Femenino","2019-12","Ejecutivo=0, Correos=3",6809,2258,33.1619914818622,1.74619967758261,4403201.79409605,27.4132765457483,2653743698.85479,0.0174619967758261
"Femenino","2019-12","Ejecutivo=0, Correos=4",11006,3681,33.4453934217699,1.74409155221722,4532983.60158096,27.5298927857532,4467539102.93399,0.0174409155221722
"Femenino","2019-12","Ejecutivo=1, Correos=0",3426,1118,32.6328079392878,1.74430695244621,6704789.06976065,27.5291885580852,2007202357.57006,0.0174430695244621
"Femenino","2019-12","Ejecutivo=1, Correos=1",3873,1256,32.4296411050865,1.73837444517128,6477831.26826749,27.4996127033308,2168286433.24727,0.0173837444517128
"Femenino","2019-12","Ejecutivo=1, Correos=2",23098,7386,31.9767945276647,1.75064373058361,6305765.06723526,27.4671833059139,12490492286.9132,0.0175064373058361
"Femenino","2020-01","Ejecutivo=0, Correos=0",2630,878,33.384030418251,1.74303877365272,4593721.85247148,27.493536121673,1077709059.19472,0.0174303877365272
"Femenino","2020-01","Ejecutivo=0, Correos=1",3147,1079,34.2866221798538,1.74115358947534,5092451.94089609,27.3768668573244,1460064847.81024,0.0174115358947534
"Femenino","2020-01","Ejecutivo=0, Correos=2",2693,917,34.0512439658374,1.7504687934362,4791229.69884887,27.4519123653918,1177475028.33958,0.017504687934362
"Femenino","2020-01","Ejecutivo=0, Correos=3",6814,2376,34.8693865570883,1.74200457403333,4400041.28500147,27.6154975051365,2804561119.13782,0.0174200457403333
"Femenino","2020-01","Ejecutivo=0, Correos=4",10868,3624,33.3456017666544,1.75320639336297,4657318.95472948,27.4381670960618,4528556537.72267,0.0175320639336297
"Femenino","2020-01","Ejecutivo=1, Correos=0",3439,1075,31.259086943879,1.75229775247522,6224013.27333527,27.4780459435883,1796918653.07674,0.0175229775247522
"Femenino","2020-01","Ejecutivo=1, Correos=1",3966,1297,32.7029752899647,1.73902596714903,6612823.20751387,27.4543620776601,2282739069.96524,0.0173902596714903
"Femenino","2020-01","Ejecutivo=1, Correos=2",22973,7414,32.2726679145083,1.74572360511714,6246726.83963784,27.5306229051495,12412805606.8552,0.0174572360511714
"Femenino","2020-02","Ejecutivo=0, Correos=0",2722,912,33.5047759000735,1.7440662727859,4796679.24540779,27.4041146216018,1165691410.96195,0.017440662727859
"Femenino","2020-02","Ejecutivo=0, Correos=1",3090,1053,34.0776699029126,1.75685154705852,4679505.04595469,27.6877022653722,1337555891.63947,0.0175685154705852
"Femenino","2020-02","Ejecutivo=0, Correos=2",2609,849,32.5412035262553,1.73775767482356,4681497.51590648,27.4863932541204,1058299076.01339,0.0173775767482356
"Femenino","2020-02","Ejecutivo=0, Correos=3",6934,2302,33.1987308912605,1.75187723190085,4895961.43495818,27.4250072108451,3020023823.52501,0.0175187723190085
"Femenino","2020-02","Ejecutivo=0, Correos=4",11092,3740,33.7179949513163,1.7509683114381,4682843.45140642,27.4555535521096,4695793048.15288,0.017509683114381
"Femenino","2020-02","Ejecutivo=1, Correos=0",3409,1037,30.4194778527427,1.7518384364777,6279273.03373423,27.5772953945439,1754855327.78346,0.017518384364777
"Femenino","2020-02","Ejecutivo=1, Correos=1",3885,1260,32.4324324324324,1.74800771671128,6275624.4960103,27.3253539253539,2105849084.47704,0.0174800771671128
"Femenino","2020-02","Ejecutivo=1, Correos=2",23423,7375,31.4861460957179,1.75020898253421,6366059.80267259,27.4843529863809,12595966485.4608,0.0175020898253421
"Femenino","2020-03","Ejecutivo=0, Correos=0",2633,869,33.0041777440182,1.74856768362602,4857229.84846183,27.4006836308393,1127709573.25559,0.0174856768362602
"Femenino","2020-03","Ejecutivo=0, Correos=1",3123,1055,33.7816202369516,1.74364637294753,4665699.95613192,27.3903298110791,1310626199.81609,0.0174364637294753
"Femenino","2020-03","Ejecutivo=0, Correos=2",2624,904,34.4512195121951,1.73845941013326,4097713.83536585,27.6840701219512,994130633.29839,0.0173845941013326
"Femenino","2020-03","Ejecutivo=0, Correos=3",6820,2244,32.9032258064516,1.74971770744365,4397623.14545455,27.3070381231672,2629012375.77717,0.0174971770744365
"Femenino","2020-03","Ejecutivo=0, Correos=4",10961,3702,33.7742906669099,1.74522262913563,4592672.18064045,27.4973086397227,4549751036.52545,0.0174522262913564
"Femenino","2020-03","Ejecutivo=1, Correos=0",3490,1152,33.0085959885387,1.74752069199451,6338267.23638968,27.6358166189112,1966914078.66064,0.0174752069199452
"Femenino","2020-03","Ejecutivo=1, Correos=1",3825,1248,32.6274509803922,1.74435146678536,6578984.28993464,27.4650980392157,2193305125.85731,0.0174435146678536
"Femenino","2020-03","Ejecutivo=1, Correos=2",23213,7432,32.016542454659,1.74936291628568,6229643.64114936,27.5145392667902,12429047426.2988,0.0174936291628568
"Femenino","2020-04","Ejecutivo=0, Correos=0",2617,849,32.4417271685136,1.74860195679123,4537644.47611769,27.4203286205579,1030051774.89996,0.0174860195679123
"Femenino","2020-04","Ejecutivo=0, Correos=1",3064,1000,32.6370757180157,1.75270358022689,4589370.15633159,27.4376631853786,1230969164.37265,0.0175270358022689
"Femenino","2020-04","Ejecutivo=0, Correos=2",2613,874,33.4481438959051,1.75546174414889,5479355.29659395,27.4967470340605,1289541367.98657,0.0175546174414889
"Femenino","2020-04","Ejecutivo=0, Correos=3",6626,2249,33.9420464835497,1.75183237827326,4424931.01313009,27.3671898581346,2660725428.82019,0.0175183237827326
"Femenino","2020-04","Ejecutivo=0, Correos=4",11012,3677,33.390846349437,1.74652362029419,4595829.23238286,27.5752815110788,4539059877.23997,0.0174652362029419
"Femenino","2020-04","Ejecutivo=1, Correos=0",3494,1161,33.2283915283343,1.7561089848931,5925040.33342873,27.5795649685175,1858854447.02872,0.017561089848931
"Femenino","2020-04","Ejecutivo=1, Correos=1",3884,1231,31.6941297631308,1.75072790420923,6057100.18254377,27.4209577754892,1996266217.22609,0.0175072790420923
"Femenino","2020-04","Ejecutivo=1, Correos=2",23353,7433,31.828887080889,1.75075738338642,6306259.19415064,27.4387016657389,12558303114.5743,0.0175075738338642
"Femenino","2020-05","Ejecutivo=0, Correos=0",2684,930,34.6497764530551,1.73638646677627,4630825.47354694,27.5421013412817,1148161601.93269,0.0173638646677627
"Femenino","2020-05","Ejecutivo=0, Correos=1",3093,1081,34.9498868412544,1.74567245496604,4456194.37859683,27.51632719043,1290348270.50373,0.0174567245496604
"Femenino","2020-05","Ejecutivo=0, Correos=2",2600,901,34.6538461538462,1.74534132112727,4743451.38846154,27.5007692307692,1143913871.2158,0.0174534132112727
"Femenino","2020-05","Ejecutivo=0, Correos=3",6859,2296,33.4742673859163,1.74937288554201,4727059.84166788,27.4757253243913,2909365181.23452,0.0174937288554201
"Femenino","2020-05","Ejecutivo=0, Correos=4",10836,3694,34.0900701365818,1.74863756351544,4623164.54928018,27.4972314507198,4579613820.24516,0.0174863756351544
"Femenino","2020-05","Ejecutivo=1, Correos=0",3461,1118,32.3028026581913,1.74582235035779,6301041.97370702,27.5212366368102,1887520175.998,0.0174582235035779
"Femenino","2020-05","Ejecutivo=1, Correos=1",3886,1217,31.3175501801338,1.76446936156079,6146854.75579002,27.5074626865672,2026246446.77013,0.0176446936156079
"Femenino","2020-05","Ejecutivo=1, Correos=2",23409,7393,31.5818702208552,1.74804259975741,6389254.82942458,27.4667862787817,12647541480.0047,0.0174804259975741
"Femenino","2020-06","Ejecutivo=0, Correos=0",2693,905,33.6056442629038,1.75409046385736,4536858.19197921,27.4444857036762,1102496994.77645,0.0175409046385736
"Femenino","2020-06","Ejecutivo=0, Correos=1",3083,1055,34.2199156665585,1.74948338937942,5120838.83100876,27.6224456698021,1456328425.00586,0.0174948338937942
"Femenino","2020-06","Ejecutivo=0, Correos=2",2568,841,32.7492211838006,1.74485340691495,4571505.91277259,27.506230529595,1028937467.43229,0.0174485340691495
"Femenino","2020-06","Ejecutivo=0, Correos=3",6766,2279,33.6831214898019,1.75750283337636,4366979.28066805,27.4614247709134,2679663526.56444,0.0175750283337636
"Femenino","2020-06","Ejecutivo=0, Correos=4",10925,3757,34.3890160183066,1.74554528766189,4593221.17803204,27.5041647597254,4620006269.01277,0.0174554528766189
"Femenino","2020-06","Ejecutivo=1, Correos=0",3428,1074,31.3302217036173,1.73989860335371,6501419.45099183,27.4962077012835,1862349006.40262,0.0173989860335371
"Femenino","2020-06","Ejecutivo=1, Correos=1",3914,1246,31.8344404701073,1.75577903558262,6509012.3924374,27.4184977005621,2177843993.70468,0.0175577903558262
"Femenino","2020-06","Ejecutivo=1, Correos=2",23103,7253,31.3941912305761,1.75320126189863,6590235.71813184,27.4671254815392,12838916597.0844,0.0175320126189863
"Femenino","2020-07","Ejecutivo=0, Correos=0",2658,929,34.9510910458992,1.73945158128975,4877890.4917231,27.4379232505643,1205649141.26814,0.0173945158128975
"Femenino","2020-07","Ejecutivo=0, Correos=1",3267,1020,31.2213039485767,1.75036260344258,4711054.32384451,27.7156412610958,1300579197.82167,0.0175036260344258
"Femenino","2020-07","Ejecutivo=0, Correos=2",2701,906,33.5431321732692,1.7490141249566,4841417.50758978,27.462791558682,1174974618.26455,0.017490141249566
"Femenino","2020-07","Ejecutivo=0, Correos=3",6749,2204,32.6566898799822,1.74723500881338,4585703.3136761,27.5898651652097,2717399822.3269,0.0174723500881338
"Femenino","2020-07","Ejecutivo=0, Correos=4",11078,3789,34.2029247156526,1.75303561578897,4523199.3377866,27.4786062466149,4604946286.50875,0.0175303561578897
"Femenino","2020-07","Ejecutivo=1, Correos=0",3454,1062,30.7469600463231,1.75710642372204,6103765.02895194,27.3645049218298,1738515676.38783,0.0175710642372204
"Femenino","2020-07","Ejecutivo=1, Correos=1",3710,1152,31.0512129380054,1.75853991503147,6377797.61994609,27.5746630727763,1987960948.07386,0.0175853991503147
"Femenino","2020-07","Ejecutivo=1, Correos=2",23081,7325,31.7360599627399,1.74951208225755,6300782.51860838,27.4721199254798,12371295628.7752,0.0174951208225755
"Femenino","2020-08","Ejecutivo=0, Correos=0",2691,889,33.0360460795243,1.73823254717615,4541258.16982534,27.4440728353772,1073560554.93525,0.0173823254717615
"Femenino","2020-08","Ejecutivo=0, Correos=1",3145,1079,34.308426073132,1.72688566069241,4284972.03593005,27.7195548489666,1233608404.98384,0.0172688566069241
"Femenino","2020-08","Ejecutivo=0, Correos=2",2656,934,35.1656626506024,1.73996935336456,4334090.9435241,27.2417168674699,1069360544.02327,0.0173996935336456
"Femenino","2020-08","Ejecutivo=0, Correos=3",6797,2343,34.4710901868471,1.7388965565153,4762823.87406209,27.5225834927174,2977487260.46396,0.017388965565153
"Femenino","2020-08","Ejecutivo=0, Correos=4",11066,3704,33.4718958973432,1.75290131950739,4528731.42788722,27.5375926260618,4516821709.12679,0.0175290131950739
"Femenino","2020-08","Ejecutivo=1, Correos=0",3420,1020,29.8245614035088,1.76636637848323,6692905.7371345,27.6333333333333,1860042530.81538,0.0176636637848323
"Femenino","2020-08","Ejecutivo=1, Correos=1",3969,1269,31.9727891156463,1.75723973003767,6519605.5595868,27.5507684555304,2234769924.71622,0.0175723973003767
"Femenino","2020-08","Ejecutivo=1, Correos=2",23354,7411,31.7333219148754,1.74704951426356,6478197.64280209,27.4397961805258,12833915155.7483,0.0174704951426356
"Femenino","2020-09","Ejecutivo=0, Correos=0",2708,915,33.7887740029542,1.73867874613941,4729676.24704579,27.5882570162482,1157394909.94101,0.0173867874613941
"Femenino","2020-09","Ejecutivo=0, Correos=1",3086,1050,34.0246273493195,1.75729569343719,4089263.10304601,27.5035644847699,1157779181.17242,0.0175729569343719
"Femenino","2020-09","Ejecutivo=0, Correos=2",2653,852,32.114587259706,1.74974469694716,5158115.21221259,27.3271767810026,1171714153.58544,0.0174974469694716
"Femenino","2020-09","Ejecutivo=0, Correos=3",6725,2222,33.0408921933086,1.74947415113708,4543841.90275093,27.5076579925651,2709898297.58598,0.0174947415113708
"Femenino","2020-09","Ejecutivo=0, Correos=4",11347,3718,32.7663699656297,1.75108549516119,4436023.45069181,27.421873622984,4416810743.42193,0.0175108549516119
"Femenino","2020-09","Ejecutivo=1, Correos=0",3456,1163,33.6516203703704,1.74387032514566,6242800.15740741,27.4288194444444,1936248259.16393,0.0174387032514566
"Femenino","2020-09","Ejecutivo=1, Correos=1",3896,1283,32.9312114989733,1.74199718006033,6265074.31750513,27.2923511293634,2130144130.72736,0.0174199718006033
"Femenino","2020-09","Ejecutivo=1, Correos=2",23068,7377,31.9793653546038,1.74678870785064,6641001.20682331,27.5233223513092,13135360797.757,0.0174678870785064
"Femenino","2020-10","Ejecutivo=0, Correos=0",2681,891,33.2338679597165,1.75920130456351,4792793.70682581,27.5721745617307,1155806552.84654,0.0175920130456351
