"Cluster","Mes","Tratamiento","N_Simulaciones","N_Ventas","Tasa_Curse","Tasa_Promedio","Monto_Promedio","Plazo_Promedio","Tasa_Prom","Revenue_Potencial"
"Renta Media","2021-02","Ejecutivo=0, Correos=0",3009,1005,33.3998005982054,1.74658658110557,3498940.89165836,27.4493187105351,0.0174658658110557,940078433.65798
"Renta Media","2021-02","Ejecutivo=0, Correos=1",3543,1213,34.236522720858,1.75918952017819,3489126.03330511,27.4194185718318,0.0175918952017819,1138905946.01272
"Renta Media","2021-02","Ejecutivo=0, Correos=2",2994,1019,34.0347361389446,1.77149766770355,3437100.79392118,27.2872411489646,0.0177149766770355,944796520.924194
"Renta Media","2021-02","Ejecutivo=0, Correos=3",7560,2640,34.9206349206349,1.74780967908091,3465772.33399471,27.6104497354497,0.0174780967908091,2462799467.6881
"Renta Media","2021-02","Ejecutivo=0, Correos=4",12460,4269,34.2616372391653,1.74942166650093,3452601.27656501,27.4771268057785,0.0174942166650093,3951334345.59893
"Renta Media","2021-02","Ejecutivo=1, Correos=0",3916,1255,32.0480081716037,1.74683393183022,3601228.51404494,27.4479060265577,0.0174683393183022,1208365761.7912
"Renta Media","2021-02","Ejecutivo=1, Correos=1",4338,1447,33.3563854310742,1.73662604445322,3551633.96634394,27.4331489165514,0.0173662604445322,1364698225.31461
"Renta Media","2021-02","Ejecutivo=1, Correos=2",25952,8325,32.0784525277435,1.7553391745235,3583629.86621455,27.4409679408138,0.017553391745235,8015929146.62355
"Renta Media","2021-03","Ejecutivo=0, Correos=0",2975,1027,34.5210084033613,1.74697464133815,3456444.00840336,27.4978151260504,0.0174697464133815,950955406.642015
"Renta Media","2021-03","Ejecutivo=0, Correos=1",3646,1264,34.6681294569391,1.7545017850935,3464194.55540318,27.5181020296215,0.017545017850935,1179341520.87945
"Renta Media","2021-03","Ejecutivo=0, Correos=2",3042,1014,33.3333333333333,1.74493994850287,3433053.78336621,27.4414858645628,0.0174493994850287,929422695.216597
"Renta Media","2021-03","Ejecutivo=0, Correos=3",7537,2595,34.4301446198753,1.76085533524246,3475037.6660475,27.5571182167971,0.0176085533524246,2441777254.1052
"Renta Media","2021-03","Ejecutivo=0, Correos=4",12424,4171,33.5721184803606,1.74870158640707,3453533.26344173,27.4799581455248,0.0174870158640707,3860381416.96795
"Renta Media","2021-03","Ejecutivo=1, Correos=0",3932,1264,32.146490335707,1.75502436823065,3620663.51653103,27.6103763987792,0.0175502436823065,1237295809.89284
"Renta Media","2021-03","Ejecutivo=1, Correos=1",4355,1372,31.50401836969,1.75768380538065,3550773.96991963,27.5221584385763,0.0175768380538065,1314849057.26249
"Renta Media","2021-03","Ejecutivo=1, Correos=2",25947,8479,32.6781516167572,1.75468191012471,3578248.75931707,27.4706131730065,0.0175468191012471,8157824995.01116
"Renta Media","2021-04","Ejecutivo=0, Correos=0",3057,1030,33.6931632319267,1.74631822779992,3507965.6022244,27.47791952895,0.0174631822779992,966834036.624934
"Renta Media","2021-04","Ejecutivo=0, Correos=1",3576,1201,33.5850111856823,1.74939202967592,3450843.70637584,27.6093400447427,0.0174939202967592,1116595252.58578
"Renta Media","2021-04","Ejecutivo=0, Correos=2",2878,963,33.4607366226546,1.75313589076538,3462833.07157748,27.5135510771369,0.0175313589076538,897246181.158968
"Renta Media","2021-04","Ejecutivo=0, Correos=3",7608,2551,33.5304942166141,1.75283261683908,3500106.18519979,27.5010515247108,0.0175283261683908,2400823304.44349
"Renta Media","2021-04","Ejecutivo=0, Correos=4",12318,4237,34.3968176652054,1.74255443571341,3470360.06291606,27.3493261893164,0.0174255443571341,3906401061.80011
"Renta Media","2021-04","Ejecutivo=1, Correos=0",3963,1320,33.3080999242998,1.75919480112617,3581367.54453697,27.555639666919,0.0175919480112617,1278701728.99891
"Renta Media","2021-04","Ejecutivo=1, Correos=1",4320,1426,33.0092592592593,1.74839388096776,3605637.88287037,27.4662037037037,0.0174839388096776,1376957743.44467
"Renta Media","2021-04","Ejecutivo=1, Correos=2",26250,8557,32.5980952380952,1.75700375998994,3583892.57550476,27.4769142857143,0.0175700375998994,8259496694.45937
"Renta Media","2021-05","Ejecutivo=0, Correos=0",2964,1055,35.5937921727395,1.75291320531935,3508151.08265857,27.5883940620783,0.0175291320531935,998505404.97196
"Renta Media","2021-05","Ejecutivo=0, Correos=1",3558,1189,33.4176503653738,1.75046352328464,3509145.38223721,27.3645306351883,0.0175046352328464,1114500977.79793
"Renta Media","2021-05","Ejecutivo=0, Correos=2",2943,993,33.7410805300714,1.75249978464006,3474241.77573904,27.3367312266395,0.0175249978464006,921697782.744868
"Renta Media","2021-05","Ejecutivo=0, Correos=3",7675,2595,33.8110749185668,1.75021367301251,3490490.43960912,27.4736156351792,0.0175021367301251,2429112817.32347
"Renta Media","2021-05","Ejecutivo=0, Correos=4",12389,4258,34.3691984825248,1.7549317590629,3477281.05997256,27.4505609815159,0.017549317590629,3978704107.89151
"Renta Media","2021-05","Ejecutivo=1, Correos=0",3927,1259,32.0600967659791,1.75246266313494,3623697.05805959,27.5001273236567,0.0175246266313494,1226402153.69998
"Renta Media","2021-05","Ejecutivo=1, Correos=1",4469,1475,33.0051465652271,1.74741135491802,3557697.34347729,27.3871112105616,0.0174741135491802,1400294435.586
