categoria_clusterizacion_numerica,probabilidad_simular,Tratamiento
0,0.23893805309734514,"Ejecutivo=0, Correos=0"
0,0.20161290322580644,"Ejecutivo=0, Correos=1"
0,0.2222222222222222,"Ejecutivo=0, Correos=2"
0,0.2471042471042471,"Ejecutivo=0, Correos=3"
0,0.25,"Ejecutivo=0, Correos=4"
0,0.29069767441860467,"Ejecutivo=1, Correos=0"
0,0.3786407766990291,"Ejecutivo=1, Correos=1"
0,0.4509493670886076,"Ejecutivo=1, Correos=2"
1,0.37209302325581395,"Ejecutivo=0, Correos=0"
1,0.21568627450980393,"Ejecutivo=0, Correos=1"
1,0.23255813953488372,"Ejecutivo=0, Correos=2"
1,0.3229166666666667,"Ejecutivo=0, Correos=3"
1,0.27848101265822783,"Ejecutivo=0, Correos=4"
1,0.35294117647058826,"Ejecutivo=1, Correos=0"
1,0.5151515151515151,"Ejecutivo=1, Correos=1"
1,0.477124183006536,"Ejecutivo=1, Correos=2"
2,0.19696969696969696,"Ejecutivo=0, Correos=0"
2,0.3088235294117647,"Ejecutivo=0, Correos=1"
2,0.33962264150943394,"Ejecutivo=0, Correos=2"
2,0.2619047619047619,"Ejecutivo=0, Correos=3"
2,0.27461139896373055,"Ejecutivo=0, Correos=4"
2,0.2682926829268293,"Ejecutivo=1, Correos=0"
2,0.5641025641025641,"Ejecutivo=1, Correos=1"
2,0.5097087378640777,"Ejecutivo=1, Correos=2"
3,0.14285714285714285,"Ejecutivo=0, Correos=0"
3,0.038461538461538464,"Ejecutivo=0, Correos=1"
3,0.05405405405405406,"Ejecutivo=0, Correos=2"
3,0.16129032258064516,"Ejecutivo=0, Correos=3"
3,0.13953488372093023,"Ejecutivo=0, Correos=4"
3,0.3392857142857143,"Ejecutivo=1, Correos=0"
3,0.28125,"Ejecutivo=1, Correos=1"
3,0.31220657276995306,"Ejecutivo=1, Correos=2"
4,0.030303030303030304,"Ejecutivo=0, Correos=0"
4,0.0425531914893617,"Ejecutivo=0, Correos=1"
4,0.05555555555555555,"Ejecutivo=0, Correos=2"
4,0.1038961038961039,"Ejecutivo=0, Correos=3"
4,0.10377358490566038,"Ejecutivo=0, Correos=4"
4,0.3333333333333333,"Ejecutivo=1, Correos=0"
4,0.4375,"Ejecutivo=1, Correos=1"
4,0.264,"Ejecutivo=1, Correos=2"
5,0.06862745098039216,"Ejecutivo=0, Correos=0"
