Tasa_Simulado,Density
1.0000301017761148,549.3245253115726
1.0075668094655685,607.8827894393667
1.0151035171550222,664.2251616409516
1.022640224844476,717.1359771625681
1.0301769325339294,765.5701494752366
1.037713640223383,808.7076247882374
1.0452503479128368,845.9873813909006
1.0527870556022905,877.1189029042816
1.0603237632917442,902.0718101030025
1.0678604709811979,921.0468043298704
1.0753971786706513,934.4329055260998
1.082933886360105,942.7569428475339
1.0904705940495587,946.6313210980753
1.0980073017390124,946.7053426797394
1.105544009428466,943.6240330821341
1.1130807171179198,937.9967842836494
1.1206174248073733,930.3764871810542
1.128154132496827,921.2484180840133
1.1356908401862806,911.027141419766
1.1432275478757343,900.0591619031787
1.150764255565188,888.6289855598179
1.1583009632546417,876.9665418443545
1.1658376709440952,865.2544496897082
1.1733743786335489,853.6342387172244
1.1809110863230026,842.2112372895025
1.1884477940124563,831.0583171655549
1.19598450170191,820.2189852429537
1.2035212093913636,809.7104208440601
1.2110579170808173,799.5269906810502
1.2185946247702708,789.6445762415991
1.2261313324597245,780.0257775081067
1.2336680401491782,770.6257745644978
1.2412047478386319,761.3983918665829
1.2487414555280856,752.3017635227895
1.256278163217539,743.3029686391731
1.2638148709069927,734.3810991434419
1.2713515785964464,725.5284222990334
1.2788882862859001,716.7495711403075
1.2864249939753538,708.0589899529427
1.2939617016648075,699.4771255435787
1.3014984093542612,691.0260399878619
1.309035117043715,682.7251921812473
1.3165718247331684,674.58807969531
1.324108532422622,666.6202584750763
1.3316452401120757,658.8189970737266
1.3391819478015294,651.1745218713011
1.3467186554909831,643.6725247680665
1.3542553631804366,636.2973867747407
1.3617920708698903,629.0354585103854
1.369328778559344,621.877750640378
1.3768654862487977,614.8215192391973
1.3844021939382514,607.8704563327555
1.391938901627705,601.0334710248387
1.3994756093171588,594.3223197079186
1.4070123170066122,587.7485641937608
1.414549024696066,581.3204640108482
1.4220857323855196,575.0404211797013
1.4296224400749733,568.9034916357649
1.437159147764427,562.8972776582076
1.4446958554538805,557.003258039394
1.4522325631433342,551.1993453001236
1.4597692708327878,545.4632312356553
1.4673059785222415,539.775934845783
1.4748426862116952,534.1249263089841
1.482379393901149,528.5062732650983
1.4899161015906026,522.9254267312608
1.4974528092800563,517.3965012928081
1.50498951696951,511.940164191871
1.5125262246589635,506.5804838307644
1.5200629323484172,501.3412587157408
1.5275996400378709,496.24242448936496
1.5351363477273243,491.2971085044101
1.542673055416778,486.50977641656954
1.5502097631062317,481.8757184547851
1.5577464707956854,477.3818911876466
1.565283178485139,473.00890551260636
1.5728198861745928,468.73377240984047
1.5803565938640465,464.53291441243294
1.5878933015535002,460.3849379611853
1.5954300092429539,456.2727382267712
1.6029667169324073,452.1846558540274
1.610503424621861,448.1145941342873
1.6180401323113147,444.06119840884776
1.6255768400007682,440.0263605916161
1.6331135476902219,436.0134116250607
