Tasa_Simulado,Density
1.000246097996219,29.320619109560393
1.0077825130592841,30.966451241086457
1.0153189281223494,32.56555434018736
1.0228553431854144,34.10513941604933
1.0303917582484794,35.573261829454005
1.0379281733115446,36.959059373548435
1.0454645883746096,38.25296030203799
1.0530010034376749,39.44685474250466
1.06053741850074,40.53422440448301
1.068073833563805,41.51022717710252
1.0756102486268702,42.3717350223563
1.0831466636899352,43.11732541403193
1.0906830787530002,43.7472283553125
1.0982194938160654,44.26323264167351
1.1057559088791304,44.66855644225143
1.1132923239421957,44.96768838977221
1.1208287390052607,45.1662061523379
1.1283651540683257,45.270579886360245
1.135901569131391,45.28796803637367
1.143437984194456,45.226012672448036
1.150974399257521,45.09264097586747
1.1585108143205862,44.8958786502167
1.1660472293836512,44.64368001069832
1.1735836444467163,44.34377835869931
1.1811200595097815,44.00355905246636
1.1886564745728465,43.62995650672575
1.1961928896359117,43.22937525586673
1.2037293046989768,42.80763424839831
1.2112657197620418,42.36993274360343
1.218802134825107,41.92083557931544
1.226338549888172,41.46427518260208
1.2338749649512373,41.00356749892613
1.2414113800143023,40.541439003619104
1.2489477950773673,40.08006210549256
1.2564842101404325,39.62109652186113
1.2640206252034976,39.1657345584289
1.2715570402665626,38.71474862636941
1.2790934553296278,38.26853973418226
1.2866298703926928,37.827186069554486
1.2941662854557578,37.390491109000166
1.301702700518823,36.958030940987655
1.309239115581888,36.529200650871545
1.3167755306449531,36.10325969138044
1.3243119457080184,35.67937615708569
1.3318483607710834,35.25666980874291
1.3393847758341486,34.8342535725732
1.3469211908972136,34.41127309286229
1.3544576059602789,33.98694376739674
1.3619940210233439,33.56058456711201
1.369530436086409,33.131647854008214
1.3770668511494741,32.699744380584676
1.3846032662125392,32.264662689816106
1.3921396812756042,31.826382240751432
1.3996760963386694,31.385079758365887
1.4072125114017344,30.94112853835322
1.4147489264647994,30.495090713802973
1.4222853415278647,30.047702792766817
1.4298217565909297,29.599855082565657
1.4373581716539947,29.1525659064898
1.44489458671706,28.70695177023203
1.452431001780125,28.264194830412684
1.4599674168431902,27.825509141179626
1.4675038319062552,27.39210719731058
1.4750402469693205,26.96516824937585
1.4825766620323855,26.5458097400709
1.4901130770954505,26.135063008287784
1.4976494921585157,25.73385414147695
1.5051859072215807,25.342990544205282
1.5127223222846458,24.96315345137944
1.520258737347711,24.594896269832194
1.527795152410776,24.238648303466018
1.535331567473841,23.89472312518481
1.5428679825369063,23.563330621073828
1.5504043975999713,23.244591562591033
1.5579408126630363,22.938553470188864
1.5654772277261015,22.64520652095855
1.5730136427891666,22.36449832243225
1.5805500578522316,22.0963465183499
1.5880864729152968,21.84064839912157
1.595622887978362,21.597286945214986
1.6031593030414268,21.366133018286046
1.610695718104492,21.147043713439885
1.6182321331675573,20.939857177092208
1.6257685482306223,20.744384459892345
1.6333049632936874,20.560399196531353
1.6408413783567526,20.387626070481165
1.6483777934198176,20.22572912214561
1.6559142084828826,20.074300988229172
1.6634506235459479,19.932854117646055
1.6709870386090129,19.800814898770955
1.678523453672078,19.67752146221615
1.6860598687351431,19.562225704064502
1.6935962837982081,19.454099820726068
1.7011326988612732,19.352247374195855
1.7086691139243384,19.255718631984895
1.7162055289874036,19.16352966552908
1.7237419440504684,19.07468445924103
1.7312783591135337,18.98819909216423
1.738814774176599,18.90312691518227
1.7463511892396637,18.818583565447998
1.753887604302729,18.73377063919458
1.7614240193657942,18.647996884057633
1.7689604344288592,18.56069586901228
1.7764968494919242,18.47143923783817
1.7840332645549895,18.379944842338887
