categoria_clusterizacion_numerica,Monto_Simulado_mean,Plazo_Simulado_mean,Plazo_Simulado_min,Plazo_Simulado_max,Plazo_Simulado_mode
0,6964108.511147026,27.502137210341402,7.0,52.0,30.0
