"Cluster","Mes","Tratamiento","N_Simulaciones","N_Ventas","Tasa_Curse","Tasa_Promedio","Monto_Promedio","Plazo_Promedio","Tasa_Promedio_Ventas","Monto_Promedio_Ventas","Plazo_Promedio_Ventas","Tasa_Prom","Tasa_Prom_Ventas","Revenue_Potencial","Revenue_Potencial_Ventas","Tasa_Revenue"
"Femenino","2019-01","Ejecutivo=0, Correos=0",2663,882,33.1205407435223,1.75166933397269,4499614.28313932,27.4367254975591,1.52840089851959,3641263.61111111,27.4240362811791,0.0175166933397269,0.0152840089851959,1063771471.89921,744079274.709505,0.699472860821372
"Femenino","2019-01","Ejecutivo=0, Correos=1",3104,1052,33.8917525773196,1.74476229763467,5021317.18009021,27.5544458762887,1.53691251265474,3641957.69296578,27.722433460076,0.0174476229763467,0.0153691251265474,1416225009.61083,902924583.482198,0.637557293053538
"Femenino","2019-01","Ejecutivo=0, Correos=2",2724,906,33.2599118942731,1.74957938108795,4621321.70337739,27.5418502202643,1.5616545339146,3700996.14679912,27.0419426048565,0.0174957938108795,0.015616545339146,1125299413.79181,783427936.628732,0.696195098857193
"Femenino","2019-01","Ejecutivo=0, Correos=3",6681,2201,32.944170034426,1.75186526101757,4602731.82203263,27.4358628947762,1.53852213809557,3940715.18764198,27.474784189005,0.0175186526101757,0.0153852213809557,2715676097.50499,2027514771.42771,0.746596684814687
"Femenino","2019-01","Ejecutivo=0, Correos=4",10936,3768,34.4550109729334,1.7514090138499,4769750.57955377,27.527615215801,1.54736930588712,3916078.83943737,27.5525477707006,0.017514090138499,0.0154736930588712,4833178371.14309,3480496594.94176,0.720125831838188
"Femenino","2019-01","Ejecutivo=1, Correos=0",3427,1084,31.63116428363,1.73943664455779,6710016.97782317,27.4426612197257,1.49661037473832,5635097.83671587,27.4852398523985,0.0173943664455779,0.0149661037473832,1935529894.71111,1387199504.5914,0.716702701612602
"Femenino","2019-01","Ejecutivo=1, Correos=1",3821,1189,31.1175085056268,1.75584590679675,5917585.54645381,27.4425543051557,1.52630207468887,4236149.49032801,27.6576955424727,0.0175584590679675,0.0152630207468887,1891180789.19802,1175470479.96756,0.621553733350916
"Femenino","2019-01","Ejecutivo=1, Correos=2",23245,7417,31.9079371907937,1.74835280867286,6285062.46827275,27.4764465476447,1.51943399673877,5093978.34272617,27.4716192530673,0.0174835280867286,0.0151943399673877,12488606892.0245,8714572753.82379,0.697801830834237
"Femenino","2019-02","Ejecutivo=0, Correos=0",2662,893,33.5462058602554,1.74816041904173,4682759.55897821,27.6679188580015,1.52709150163252,3827703.47256439,27.8454647256439,0.0174816041904173,0.0152709150163252,1128260408.93089,803737890.161381,0.712369133756081
"Femenino","2019-02","Ejecutivo=0, Correos=1",3144,1057,33.6195928753181,1.74117288931444,4522470.54898219,27.5143129770992,1.50942310543428,3424412.42573321,27.4995269631031,0.0174117288931444,0.0150942310543428,1276838625.39239,829905880.607154,0.649969278891537
"Femenino","2019-02","Ejecutivo=0, Correos=2",2587,876,33.8616157711635,1.74219641030577,4604463.47970622,27.3683803633552,1.55137960803633,3329451.66666667,27.0776255707763,0.0174219641030577,0.0155137960803633,1072124610.74687,677601236.28492,0.632017238940992
"Femenino","2019-02","Ejecutivo=0, Correos=3",6724,2265,33.6853063652588,1.74060194662714,4837421.85871505,27.3912849494349,1.52993691020162,4365631.73068433,27.5139072847682,0.0174060194662714,0.0152993691020162,2912030794.67676,2301122440.47189,0.790212261724146
"Femenino","2019-02","Ejecutivo=0, Correos=4",10989,3702,33.6882336882337,1.74622279053946,4475505.37492037,27.4960414960415,1.53943102499582,3640720.41058887,27.5999459751486,0.0174622279053946,0.0153943102499582,4436184875.10733,3167367258.48338,0.713984504175281
"Femenino","2019-02","Ejecutivo=1, Correos=0",3502,1070,30.5539691604797,1.76707075501887,6629465.28383781,27.5582524271845,1.52056037175897,5365616.43831776,27.5196261682243,0.0176707075501887,0.0152056037175897,1928093190.52894,1327657782.22806,0.688585898622378
"Femenino","2019-02","Ejecutivo=1, Correos=1",3905,1240,31.7541613316261,1.74852225135993,6295971.58847631,27.5731113956466,1.50656062496462,4671912.02580645,27.3153225806452,0.0174852225135993,0.0150656062496462,2099368918.12569,1316460171.07315,0.627074241076448
"Femenino","2019-02","Ejecutivo=1, Correos=2",23379,7456,31.8918687711194,1.75221251052121,6248005.42148937,27.4479661234441,1.52807796952105,5030440.16550429,27.3593079399142,0.0175221251052121,0.0152807796952105,12496270639.5315,8666760208.2621,0.69354773582169
"Femenino","2019-03","Ejecutivo=0, Correos=0",2747,885,32.2169639606844,1.77327707445082,4811326.9945395,27.4903531124863,1.58011416721935,4772390.8180791,27.4655367231638,0.0177327707445082,0.0158011416721935,1158753418.78412,1015337230.10987,0.876232349049083
"Femenino","2019-03","Ejecutivo=0, Correos=1",3061,1062,34.6945442665795,1.75810583346645,4570614.79581836,27.6007840574975,1.54540568586114,3185022.00094162,27.4689265536723,0.0175810583346645,0.0154540568586114,1314304824.91943,794273186.070631,0.6043295063756
"Femenino","2019-03","Ejecutivo=0, Correos=2",2661,842,31.6422397594889,1.73921959047289,4512376.03156708,27.7237880496054,1.50460847524738,3477417.11163895,27.7244655581948,0.0173921959047289,0.0150460847524738,1021645847.69481,674691208.495612,0.660396369268224
"Femenino","2019-03","Ejecutivo=0, Correos=3",6774,2354,34.750516681429,1.74638913676356,4596417.56451137,27.4378506052554,1.53681199059881,3786201.68224299,27.5208156329652,0.0174638913676356,0.0153681199059881,2890989615.53346,2084562210.94451,0.721054894055666
