"Cluster","Mes","Tratamiento","N_Simulaciones","N_Ventas","Tasa_Curse","Tasa_Promedio","Monto_Promedio","Plazo_Promedio","Tasa_Promedio_Ventas","Monto_Promedio_Ventas","Plazo_Promedio_Ventas","Tasa_Prom","Tasa_Prom_Ventas","Revenue_Potencial","Revenue_Potencial_Ventas","Tasa_Revenue"
"Renta Alta","2019-03","Ejecutivo=1, Correos=1",2212,628,28.3905967450271,1.77013234001436,25256385.5443038,27.3358951175407,1.50552625170348,23678603.9076433,27.0812101910828,0.0177013234001436,0.0150552625170348,4282994207.54496,3346950062.03628,0.781450989623162
"Renta Alta","2019-03","Ejecutivo=1, Correos=2",12841,3678,28.6426290787322,1.75106967460148,25410344.8457285,27.5191963242738,1.48859247226203,25929124.0652529,27.3344208809135,0.0175106967460148,0.0148859247226203,25120056094.3228,21413023849.0015,0.852427389835364
"Renta Alta","2019-04","Ejecutivo=0, Correos=0",1010,306,30.2970297029703,1.76970528316994,21782850.4475248,27.3663366336634,1.55005220348162,20809196.5196078,27.6470588235294,0.0176970528316994,0.0155005220348162,1801533995.74839,1510038238.78992,0.838195805548831
"Renta Alta","2019-04","Ejecutivo=0, Correos=1",1252,368,29.3929712460064,1.76748967007897,21903410.4528754,27.6629392971246,1.53548360001751,23054920.3559783,27.6929347826087,0.0176748967007897,0.0153548360001751,2200120325.17038,1995292551.04695,0.90690155816475
"Renta Alta","2019-04","Ejecutivo=0, Correos=2",981,299,30.4791029561672,1.76874905088079,21628383.6534149,27.0642201834862,1.5202173062319,21160893.5518395,27.1872909698997,0.0176874905088079,0.015202173062319,1726822959.61511,1444627198.6813,0.836580953847922
"Renta Alta","2019-04","Ejecutivo=0, Correos=3",2529,793,31.3562672993278,1.73810787604751,21558526.5385528,27.6714116251483,1.50440438857263,20450955.334174,27.6532156368222,0.0173810787604751,0.0150440438857263,4584853854.51832,3726578012.41693,0.812801919246441
"Renta Alta","2019-04","Ejecutivo=0, Correos=4",4171,1255,30.0887077439463,1.74510661029315,20930891.5157037,27.5483097578518,1.52247612230871,20676827.6812749,27.4637450199203,0.0174510661029315,0.0152247612230871,7042414622.2466,5996284873.73055,0.85145297392582
"Renta Alta","2019-04","Ejecutivo=1, Correos=0",1925,584,30.3376623376623,1.74511771393602,25793052.212987,27.4997402597403,1.46623952477103,25935492.635274,27.2585616438356,0.0174511771393602,0.0146623952477103,4031004511.42566,3337218428.7698,0.827887544980571
"Renta Alta","2019-04","Ejecutivo=1, Correos=1",2187,656,29.9954275262917,1.73779035393481,24486839.9236397,27.5107453132144,1.47303970808565,21534058.5594512,27.5975609756098,0.0173779035393481,0.0147303970808565,4281148288.36504,3167734826.08457,0.739926443261397
"Renta Alta","2019-04","Ejecutivo=1, Correos=2",12745,3763,29.5253040408003,1.75733161474809,25022702.714084,27.5445272655944,1.49216897150623,24662313.6909381,27.5227212330587,0.0175733161474809,0.0149216897150623,25429653133.7116,21038553113.316,0.827323636806734
"Renta Alta","2019-05","Ejecutivo=0, Correos=0",1048,311,29.675572519084,1.74923031736748,22449280.8387405,27.405534351145,1.50128245100788,20407422.6334405,27.096463022508,0.0174923031736748,0.0150128245100788,1866411527.5346,1425061969.33093,0.763530415617045
"Renta Alta","2019-05","Ejecutivo=0, Correos=1",1226,371,30.2610114192496,1.72314588206655,21432457.2756933,27.531810766721,1.48395052645434,18613146.6927224,27.3396226415094,0.0172314588206655,0.0148395052645434,2101768919.27384,1545679332.91478,0.735418303477817
"Renta Alta","2019-05","Ejecutivo=0, Correos=2",1003,326,32.5024925224327,1.7322631092624,21221063.3858425,27.2632103688933,1.48311599903586,20205081.9601227,27.3865030674847,0.017322631092624,0.0148311599903586,1820366657.64712,1476078272.00997,0.810868659788486
"Renta Alta","2019-05","Ejecutivo=0, Correos=3",2557,751,29.3703558858037,1.74638151942141,22101048.3758311,27.1153695737192,1.50552397793428,21038626.3648469,27.2490013315579,0.0174638151942141,0.0150552397793428,4380732432.48729,3578874315.19312,0.816957979138916
"Renta Alta","2019-05","Ejecutivo=0, Correos=4",4308,1330,30.8727948003714,1.7482502222762,21791004.0916899,27.494661095636,1.50060397026825,21014189.9172932,27.718045112782,0.017482502222762,0.0150060397026825,7769202522.1084,6420495790.88907,0.826403452943673
"Renta Alta","2019-05","Ejecutivo=1, Correos=0",1929,562,29.1342664593053,1.74517934701542,24970981.649041,27.5230689476413,1.47138076935506,25056746.7366548,27.6725978647687,0.0174517934701542,0.0147138076935506,3758964599.92619,3162811875.48327,0.84140507083929
"Renta Alta","2019-05","Ejecutivo=1, Correos=1",2176,646,29.6875,1.75649830867222,24677345.4154412,27.7233455882353,1.50225352820329,24950697.498452,27.8111455108359,0.0175649830867222,0.0150225352820329,4332131344.38706,3719845920.58791,0.858664159711486
"Renta Alta","2019-05","Ejecutivo=1, Correos=2",12797,3735,29.1865280925217,1.75001281613728,25131556.0900211,27.4468234742518,1.48074008710529,24523031.383668,27.5033467202142,0.0175001281613728,0.0148074008710529,25144371233.4152,20580588437.9708,0.818496841576242
"Renta Alta","2019-06","Ejecutivo=0, Correos=0",1043,324,31.0642377756472,1.7392728815532,23485216.9386385,27.5647171620326,1.51915535944368,23951246.4228395,28.0586419753086,0.017392728815532,0.0151915535944368,2033960899.99503,1828974865.74864,0.899218301469367
"Renta Alta","2019-06","Ejecutivo=0, Correos=1",1241,364,29.331184528606,1.76595549464304,21506655.7413376,27.6647864625302,1.55689145576211,19338879.1098901,27.8708791208791,0.0176595549464304,0.0155689145576211,2134948766.78312,1691174710.89938,0.792138311331748
"Renta Alta","2019-06","Ejecutivo=0, Correos=2",1020,284,27.843137254902,1.77307192317242,20268420.2529412,27.7264705882353,1.50864308697741,17303202.1338028,27.5633802816901,0.0177307192317242,0.0150864308697741,1580255577.96103,1128783753.97791,0.714304552833382
"Renta Alta","2019-06","Ejecutivo=0, Correos=3",2657,803,30.2220549491908,1.74335810810641,22456823.238615,27.6985321791494,1.5102783672881,19952655.0684932,27.5915317559153,0.0174335810810641,0.015102783672881,4856688587.00354,3688397349.58423,0.75944695310594
"Renta Alta","2019-06","Ejecutivo=0, Correos=4",4236,1330,31.3975448536355,1.74767267565411,21528716.0882908,27.4641170915958,1.50133916845477,21176040.7045113,27.4135338345865,0.0174767267565411,0.0150133916845477,7664129818.77273,6400164667.44472,0.835080409489931
"Renta Alta","2019-06","Ejecutivo=1, Correos=0",1941,579,29.8299845440495,1.73049173461842,24753821.5734158,27.5790829469346,1.45470773287222,24719167.1278066,27.4991364421416,0.0173049173461842,0.0145470773287222,3812482521.67141,3155551588.16154,0.827689456994057
"Renta Alta","2019-06","Ejecutivo=1, Correos=1",2207,651,29.4970548255551,1.74808117610241,25234549.4911645,27.535115541459,1.47131351425699,26416246.0199693,27.2135176651306,0.0174808117610241,0.0147131351425699,4410034115.7136,3796479753.52692,0.86087310299925
"Renta Alta","2019-06","Ejecutivo=1, Correos=2",12580,3775,30.0079491255962,1.74751267004696,24947123.6942766,27.4445945945946,1.49002125498832,24177436.9144371,27.4715231788079,0.0174751267004696,0.0149002125498832,25186482397.9111,20619606944.7198,0.81867751990766
"Renta Alta","2019-07","Ejecutivo=0, Correos=0",1012,326,32.2134387351779,1.75908703218062,22694564.1422925,27.5266798418972,1.50056625931569,21413427.1748466,27.7116564417178,0.0175908703218062,0.0150056625931569,1998863641.34128,1603221168.55939,0.80206630177314
"Renta Alta","2019-07","Ejecutivo=0, Correos=1",1274,392,30.7692307692308,1.75022012116398,20745673.6569859,27.3532182103611,1.51525544347313,22289956.2984694,27.3086734693878,0.0175022012116398,0.0151525544347313,2171000668.11014,1997234263.13664,0.919960225012383
"Renta Alta","2019-07","Ejecutivo=0, Correos=2",995,334,33.5678391959799,1.74238233156746,21585714.5939698,27.7497487437186,1.51170970064941,21971898.008982,27.0389221556886,0.0174238233156746,0.0151170970064941,1944295668.3446,1656293987.3233,0.851873516096184
"Renta Alta","2019-07","Ejecutivo=0, Correos=3",2592,798,30.787037037037,1.75151953110206,21826288.0046296,27.6635802469136,1.51369643132742,21037061.9260652,27.5325814536341,0.0175151953110206,0.0151369643132742,4708258192.36402,3865409491.26709,0.820985029567009
"Renta Alta","2019-07","Ejecutivo=0, Correos=4",4226,1289,30.5016564126834,1.77011745609304,21068754.6919072,27.420255560814,1.53971652768234,19876880.5810706,27.722265321955,0.0177011745609304,0.0153971652768234,7356884689.21624,6049792448.56664,0.822330742445163
"Renta Alta","2019-07","Ejecutivo=1, Correos=0",1979,540,27.2865083375442,1.76410697778647,26503118.8559879,27.3617988883274,1.49664863788167,25891635.9203704,27.0592592592593,0.0176410697778647,0.0149664863788167,3854338791.12456,3124660288.07756,0.810686464633768
"Renta Alta","2019-07","Ejecutivo=1, Correos=1",2246,667,29.6972395369546,1.734309525625,25746102.49065,27.4688334817453,1.45082149882325,25840096.3598201,27.6221889055472,0.01734309525625,0.0145082149882325,4559770917.33587,3806653833.53582,0.834834447288401
"Renta Alta","2019-07","Ejecutivo=1, Correos=2",12994,3881,29.8676312144066,1.75040221304202,25289186.4525935,27.5163921810066,1.48167878820168,25006554.4686936,27.5315640298892,0.0175040221304202,0.0148167878820168,26366576508.4768,21844393822.6204,0.828488060086129
"Renta Alta","2019-08","Ejecutivo=0, Correos=0",1045,316,30.2392344497608,1.73819610498027,21748456.3444976,27.2803827751196,1.48262186551629,23449788.0126582,28.0284810126582,0.0173819610498027,0.0148262186551629,1816184921.18324,1700015874.63256,0.936036774011429
"Renta Alta","2019-08","Ejecutivo=0, Correos=1",1254,427,34.0510366826156,1.75538423455255,21441986.7129187,27.3070175438597,1.54235246956834,19553336.8805621,27.3419203747073,0.0175538423455255,0.0154235246956834,2447631274.42175,1947138274.5677,0.795519445643506
"Renta Alta","2019-08","Ejecutivo=0, Correos=2",948,285,30.0632911392405,1.75172186421838,22583537.9398734,27.8206751054852,1.49907064332804,19477268.3929825,27.7228070175439,0.0175172186421838,0.0149907064332804,1750342387.44896,1274039212.9565,0.727879997703393
"Renta Alta","2019-08","Ejecutivo=0, Correos=3",2646,856,32.3507180650038,1.74199056033407,21028821.244898,27.2891156462585,1.50901889753499,20666885.3726636,27.1098130841122,0.0174199056033407,0.0150901889753499,4769684441.18382,3995951064.49063,0.837781013349145
"Renta Alta","2019-08","Ejecutivo=0, Correos=4",4302,1320,30.6834030683403,1.74760792381748,21913665.8428638,27.4102742910274,1.49787936728125,23541787.0363636,27.3257575757576,0.0174760792381747,0.0149787936728125,7726458613.22218,7021239247.37437,0.908726701177046
"Renta Alta","2019-08","Ejecutivo=1, Correos=0",1987,581,29.2400603925516,1.73928986670517,25607193.1580272,27.6456970306995,1.48841530691096,24654664.5387263,27.8450946643718,0.0173928986670517,0.0148841530691096,3989036538.79171,3277668400.50185,0.821669184683543
"Renta Alta","2019-08","Ejecutivo=1, Correos=1",2210,601,27.1945701357466,1.75647527138957,24385026.6208145,27.5710407239819,1.49224424728777,20801525.8053245,27.5024958402662,0.0175647527138957,0.0149224424728777,3959834849.20182,2832125357.64031,0.715212998898471
"Renta Alta","2019-08","Ejecutivo=1, Correos=2",12742,3685,28.9201067336368,1.74885071512567,24895368.0776173,27.4857950086329,1.46895222303559,24220276.256445,27.5359565807327,0.0174885071512567,0.0146895222303559,24593354611.7984,19909459047.55,0.809546292558177
"Renta Alta","2019-09","Ejecutivo=0, Correos=0",1062,359,33.804143126177,1.75561519759023,21806943.5141243,27.4661016949153,1.54006385115625,18849903.6072423,27.5626740947075,0.0175561519759024,0.0154006385115625,2105821205.53032,1588778140.11596,0.754469627309056
"Renta Alta","2019-09","Ejecutivo=0, Correos=1",1186,356,30.0168634064081,1.7443721270063,20685276.1913997,27.5261382799325,1.4798840331267,22829411.6292135,27.6292134831461,0.017443721270063,0.014798840331267,1971709680.85308,1833621810.39577,0.92996541438212
"Renta Alta","2019-09","Ejecutivo=0, Correos=2",980,277,28.265306122449,1.76296497462123,22458961.0836735,27.2387755102041,1.5342680476138,20646264.4404332,27.3610108303249,0.0176296497462123,0.015342680476138,1666467193.58217,1327265548.17799,0.796454651666415
"Renta Alta","2019-09","Ejecutivo=0, Correos=3",2709,823,30.3802141011443,1.75187490671274,22346938.2207457,27.5389442598745,1.51601533107072,21871229.4070474,27.4021871202916,0.0175187490671274,0.0151601533107072,4949407674.5079,4131091233.47321,0.834663762847934
"Renta Alta","2019-09","Ejecutivo=0, Correos=4",4298,1330,30.9446254071661,1.7443206828412,20790269.9046068,27.4602140530479,1.49921057789818,19298674.1300752,27.4578947368421,0.017443206828412,0.0149921057789818,7384975331.76151,5833676774.95557,0.789938559424285
"Renta Alta","2019-09","Ejecutivo=1, Correos=0",1962,548,27.9306829765545,1.75872829756805,24733893.0494393,27.782874617737,1.48867197893496,23208826.1149635,27.9799270072993,0.0175872829756805,0.0148867197893496,3696593353.55733,2925246393.51009,0.791335728257761
"Renta Alta","2019-09","Ejecutivo=1, Correos=1",2084,582,27.9270633397313,1.7560120106062,25993701.3550864,27.6209213051823,1.48891875819098,22986004.9054983,27.4587628865979,0.017560120106062,0.0148891875819098,4094144269.85759,3018501546.87918,0.737272882419499
"Renta Alta","2019-09","Ejecutivo=1, Correos=2",12708,3797,29.8788164935474,1.74865690176153,24816398.4816651,27.6004878816494,1.49295653094958,23606228.7495391,27.6526204898604,0.0174865690176153,0.0149295653094958,25366871800.7754,20429661481.8978,0.805367790019474
"Renta Alta","2019-10","Ejecutivo=0, Correos=0",1054,326,30.9297912713473,1.76041385417581,22241453.3709677,27.4060721062619,1.53236124013578,19791116.7760736,27.6993865030675,0.0176041385417581,0.0153236124013578,1951618622.75543,1514426099.08601,0.775984652650957
"Renta Alta","2019-10","Ejecutivo=0, Correos=1",1233,378,30.6569343065693,1.72355843765741,21674516.1500406,27.1549067315491,1.49523103078793,19171823.6878307,27.1984126984127,0.0172355843765741,0.0149523103078793,2135438149.38373,1626508991.00926,0.761674596606162
"Renta Alta","2019-10","Ejecutivo=0, Correos=2",1037,323,31.1475409836066,1.72446281419624,21145618.659595,27.6528447444552,1.48615897707956,21883491.7368421,27.8885448916409,0.0172446281419624,0.0148615897707956,1815067775.91556,1617360184.81186,0.891074265254931
"Renta Alta","2019-10","Ejecutivo=0, Correos=3",2683,805,30.0037271710772,1.75103172360763,20976775.147596,27.2676108833395,1.4998501059387,18847760.4459627,27.7565217391304,0.0175103172360763,0.014998501059387,4495563398.3609,3488577390.96495,0.776004491947973
"Renta Alta","2019-10","Ejecutivo=0, Correos=4",4162,1299,31.2109562710235,1.75458858588453,22214594.4358482,27.5273906775589,1.51840263692945,21807100.8714396,27.6173979984604,0.0175458858588453,0.0151840263692945,7775224586.56499,6564787216.63394,0.844321233881449
"Renta Alta","2019-10","Ejecutivo=1, Correos=0",1964,580,29.5315682281059,1.74395395049813,25106410.2606925,27.2973523421589,1.47895881872748,23895037.0706897,27.3431034482759,0.0174395395049813,0.0147895881872748,3864314501.6302,3091487117.96829,0.800009190935189
"Renta Alta","2019-10","Ejecutivo=1, Correos=1",2172,629,28.9594843462247,1.76079928597524,25120123.461326,27.6279926335175,1.51124519434614,26420680.4864865,28.1160572337043,0.0176079928597524,0.0151124519434614,4289686027.1147,3903331652.55615,0.909934113565317
"Renta Alta","2019-10","Ejecutivo=1, Correos=2",12830,3703,28.8620420888542,1.75213402731304,25277955.0907249,27.4756819953235,1.48566274529154,24326572.994869,27.5149878476911,0.0175213402731304,0.0148566274529154,25134074438.4927,20320980335.9099,0.80850322877967
"Renta Alta","2019-11","Ejecutivo=0, Correos=0",1116,342,30.6451612903226,1.74610914901269,24528931.4345878,27.578853046595,1.51294379329097,24443104.1052632,27.4649122807018,0.0174610914901269,0.0151294379329097,2253000304.08939,1918938818.34045,0.851725947332281
"Renta Alta","2019-11","Ejecutivo=0, Correos=1",1262,380,30.1109350237718,1.73235244766209,21737998.9976228,27.6465927099842,1.49304010234409,19531875.2315789,27.6368421052632,0.0173235244766209,0.0149304010234409,2205419019.09609,1690800282.39814,0.76665716027566
"Renta Alta","2019-11","Ejecutivo=0, Correos=2",1012,302,29.8418972332016,1.74422657832971,20992050.0721344,27.1640316205534,1.52129766830559,20888056.9403974,27.2284768211921,0.0174422657832971,0.0152129766830559,1674132117.39676,1443639886.10408,0.862321361081655
"Renta Alta","2019-11","Ejecutivo=0, Correos=3",2702,805,29.7927461139896,1.76029517176853,21600215.8593634,27.4145077720207,1.50568784743812,21015498.6832298,27.4807453416149,0.0176029517176853,0.0150568784743812,4681398104.29133,3865951971.16672,0.825811410403847
"Renta Alta","2019-11","Ejecutivo=0, Correos=4",4438,1407,31.7034700315457,1.75689806791052,21821260.7057233,27.4105452906715,1.53015804880393,21031198.0234542,27.3930348258706,0.0175689806791052,0.0153015804880393,8247699436.21292,6856157289.12999,0.83128117630316
"Renta Alta","2019-11","Ejecutivo=1, Correos=0",1941,567,29.2117465224111,1.76415889885125,25864962.7223081,27.2400824317362,1.51399608953635,25178804.680776,27.2045855379189,0.0176415889885125,0.0151399608953635,3931500724.20232,3247608232.44337,0.826047980215568
"Renta Alta","2019-11","Ejecutivo=1, Correos=1",2133,585,27.4261603375527,1.75140609843445,24484358.6540084,27.5705578996718,1.49252047620585,22835110.0615385,27.6205128205128,0.0175140609843445,0.0149252047620585,3858094969.73359,3040180537.96292,0.788000441101854
"Renta Alta","2019-11","Ejecutivo=1, Correos=2",12781,3667,28.6910257413348,1.74782410776609,25433567.0238635,27.517799859166,1.47453013596883,24861729.2097082,27.5413144259613,0.0174782410776609,0.0147453013596883,25016795947.1696,20422848550.5854,0.816365476766661
"Renta Alta","2019-12","Ejecutivo=0, Correos=0",1069,341,31.8989710009355,1.75898622548111,22834717.9045837,27.55659494855,1.563138455459,20519082.026393,27.3929618768328,0.0175898622548111,0.01563138455459,2105993283.78475,1658330739.14895,0.787434011265559
"Renta Alta","2019-12","Ejecutivo=0, Correos=1",1294,387,29.9072642967542,1.74287556184909,21211217.1027821,27.2202472952087,1.49152666459507,19208895.2997416,27.1111111111111,0.0174287556184909,0.0149152666459507,2170578604.90729,1658589712.96613,0.764123312197194
"Renta Alta","2019-12","Ejecutivo=0, Correos=2",1024,299,29.19921875,1.74094776806588,23599718.0009766,27.638671875,1.48530050905408,20980114.2976589,28.0133779264214,0.0174094776806588,0.0148530050905408,1893372072.38229,1441109416.22186,0.76113376617445
"Renta Alta","2019-12","Ejecutivo=0, Correos=3",2589,776,29.9729625337968,1.7520070572385,22513285.7883353,27.6535341830823,1.52696238766695,22973575.0914948,27.5618556701031,0.017520070572385,0.0152696238766695,4722191801.58929,4147590494.97919,0.87831893943471
"Renta Alta","2019-12","Ejecutivo=0, Correos=4",4260,1310,30.7511737089202,1.75005440838218,21091017.5701878,27.3692488262911,1.51646331432037,21815007.5732824,27.3778625954198,0.0175005440838218,0.0151646331432037,7379640116.70117,6554775499.63892,0.888224275978517
"Renta Alta","2019-12","Ejecutivo=1, Correos=0",1866,526,28.1886387995713,1.75304076274933,26894804.2068596,27.4807073954984,1.47687937545685,24018060.4030418,27.6330798479087,0.0175304076274933,0.0147687937545684,3801405516.55335,2844561878.14367,0.7482921424081
"Renta Alta","2019-12","Ejecutivo=1, Correos=1",2225,651,29.2584269662921,1.74169721223098,24381949.1842697,27.6368539325843,1.46476207264765,23336124.0092166,27.5268817204301,0.0174169721223098,0.0146476207264765,4260667860.97529,3377466329.72434,0.792708195036638
"Renta Alta","2019-12","Ejecutivo=1, Correos=2",12916,3670,28.4143697739238,1.75630163018501,24388176.3744193,27.5177299473521,1.48503906908289,23301822.5833787,27.5119891008174,0.0175630163018501,0.0148503906908289,24132704813.8954,19280752250.8164,0.798947005712957
"Renta Alta","2020-01","Ejecutivo=0, Correos=0",1040,338,32.5,1.74105343707063,21472828.9192308,27.6173076923077,1.52144302992364,19283128.4171598,27.5621301775148,0.0174105343707063,0.0152144302992364,1946002980.69099,1510547664.23096,0.776230909828612
"Renta Alta","2020-01","Ejecutivo=0, Correos=1",1236,356,28.8025889967638,1.74828899588082,21734136.9846278,27.6302588996764,1.47423285506802,19583506.6348315,28.2022471910112,0.0174828899588082,0.0147423285506802,2084818852.50721,1599984921.10678,0.767445535703322
"Renta Alta","2020-01","Ejecutivo=0, Correos=2",1013,336,33.1688055281343,1.75594927851293,22751515.6100691,27.4896347482725,1.52025605568083,22607190.077381,27.2738095238095,0.0175594927851293,0.0152025605568083,2058526169.90023,1740071617.7365,0.845299731030788
"Renta Alta","2020-01","Ejecutivo=0, Correos=3",2593,869,33.5133050520632,1.74188857979192,20944421.574624,27.524874662553,1.51614171370636,22810503.1887227,27.4464902186421,0.0174188857979192,0.0151614171370636,4865609754.87473,4557289404.75724,0.936632741701369
"Renta Alta","2020-01","Ejecutivo=0, Correos=4",4243,1302,30.6858354937544,1.75460668804426,21660381.2547726,27.4829130332312,1.50786795932446,21001675.390169,27.4147465437788,0.0175460668804426,0.0150786795932446,7586093502.14812,6242784881.22223,0.822924853147999
"Renta Alta","2020-01","Ejecutivo=1, Correos=0",1897,569,29.9947285187138,1.73911570837292,25031395.5424354,27.3516078017923,1.46986150966736,23557295.8558875,27.3128295254833,0.0173911570837292,0.0146986150966736,3776257308.91242,2967129199.55673,0.785732792242188
