"Cluster","Mes","Tratamiento","N_Simulaciones","N_Ventas","Tasa_Curse","Tasa_Promedio","Monto_Promedio","Plazo_Promedio","Tasa_Promedio_Ventas","Monto_Promedio_Ventas","Plazo_Promedio_Ventas","Tasa_Prom","Tasa_Prom_Ventas","Revenue_Potencial","Revenue_Potencial_Ventas","Tasa_Revenue"
"Adulto","2019-01","Ejecutivo=0, Correos=0",3369,1148,34.075393291778,1.74930756093599,8082248.39863461,27.5517957850994,1.55919192464384,7821460.24216028,27.4947735191638,0.0174930756093599,0.0155919192464384,2494240678.29555,2130502995.97914,0.854168971951427
"Adulto","2019-01","Ejecutivo=0, Correos=1",3981,1334,33.5091685506154,1.74207160885226,8075164.52851042,27.5234865611655,1.541426661742,6916265.75787106,27.5059970014992,0.0174207160885226,0.01541426661742,2879933176.09809,2163586998.42067,0.751262916923658
"Adulto","2019-01","Ejecutivo=0, Correos=2",3337,1129,33.8327839376686,1.74650549705223,8002232.5187294,27.6727599640396,1.55912075558793,7475957.17714792,27.2630646589903,0.0174650549705223,0.0155912075558793,2435565932.78249,1985204526.48218,0.815089626505902
"Adulto","2019-01","Ejecutivo=0, Correos=3",8438,2934,34.7712728134629,1.74952041298567,7954031.9164494,27.4222564588765,1.5551419940592,7654473.01840491,27.46693933197,0.0174952041298567,0.015551419940592,6243727442.79456,5308527121.69316,0.850217625661952
"Adulto","2019-01","Ejecutivo=0, Correos=4",13764,4686,34.0453356582389,1.750812550237,8426155.54540831,27.5597210113339,1.56094534523455,7813257.87729407,27.5667947076398,0.01750812550237,0.0156094534523455,10627357634.6412,8721213572.95069,0.820638005492807
"Adulto","2019-01","Ejecutivo=1, Correos=0",4801,1565,32.5973755467611,1.7322112273427,10600629.8810664,27.4307435950844,1.49889380795082,9849216.26261981,27.4562300319489,0.017322112273427,0.0149889380795082,4393034428.91797,3502312175.85709,0.797242141514408
"Adulto","2019-01","Ejecutivo=1, Correos=1",5417,1689,31.1796197157098,1.7468159363897,10298292.2922282,27.5006461140853,1.52968597929093,8694521.41681468,27.7465956187093,0.017468159363897,0.0152968597929093,4659713808.31309,3446603668.50081,0.739659947001884
"Adulto","2019-01","Ejecutivo=1, Correos=2",32044,10221,31.89676694545,1.74980430700628,10795650.9286606,27.4491636499813,1.51797046910853,10162253.1229821,27.4993640543978,0.0174980430700628,0.0151797046910853,29556709937.8029,23958027673.9934,0.810578299290046
"Adulto","2019-02","Ejecutivo=0, Correos=0",3376,1182,35.0118483412322,1.74845683215963,7460494.19697867,27.6078199052133,1.54714077137867,6675057.59729272,27.8891708967851,0.0174845683215963,0.0154714077137867,2374319937.11,1884172113.64098,0.793562857385754
"Adulto","2019-02","Ejecutivo=0, Correos=1",4027,1358,33.7223739756643,1.7501506843477,8240454.32977402,27.3270424633722,1.53434114609934,7350351.71870398,27.1627393225331,0.017501506843477,0.0153434114609934,2984334504.00512,2299410008.22209,0.770493389777912
"Adulto","2019-02","Ejecutivo=0, Correos=2",3205,1119,34.9141965678627,1.74371313362946,7655272.38065523,27.393135725429,1.55178115088154,7317621.78105451,27.2359249329759,0.0174371313362946,0.0155178115088154,2281204621.17957,1914354454.28265,0.839185769005139
"Adulto","2019-02","Ejecutivo=0, Correos=3",8456,2888,34.1532639545885,1.74174688967929,8343292.54210028,27.4205298013245,1.53847881834249,7614755.35526316,27.5045013850416,0.0174174688967929,0.0153847881834249,6415559387.75153,5146270497.72839,0.802154603627168
"Adulto","2019-02","Ejecutivo=0, Correos=4",13706,4619,33.7005690938275,1.75493156181881,8080015.68561214,27.4234641762732,1.56399255741425,7523124.42584975,27.5072526520892,0.0175493156181881,0.0156399255741425,10018694320.4295,8276009607.83536,0.826056703911953
"Adulto","2019-02","Ejecutivo=1, Correos=0",4937,1543,31.2537978529471,1.75406412749975,10914966.720478,27.6260887178448,1.5136500786151,10046385.2378483,27.6104990278678,0.0175406412749975,0.015136500786151,4553327363.41582,3579582151.67144,0.78614645202802
"Adulto","2019-02","Ejecutivo=1, Correos=1",5519,1777,32.1978619315093,1.75498544870475,10544131.6059069,27.6263815908679,1.51960231061971,9810372.68317389,27.3275182892515,0.0175498544870475,0.0151960231061971,5068595485.84613,3999767598.46984,0.789127404157432
"Adulto","2019-02","Ejecutivo=1, Correos=2",32595,10359,31.7809479981592,1.75213129112767,10525723.2693358,27.478110139592,1.52547879475033,9665690.20764553,27.4826720725939,0.0175213129112767,0.0152547879475033,29280341550.3122,23201798389.2555,0.792401903829846
"Adulto","2019-03","Ejecutivo=0, Correos=0",3426,1115,32.5452422650321,1.75061728553455,7996404.50934034,27.3598949211909,1.54747815560512,8235156.84573991,27.3506726457399,0.0175061728553455,0.0154747815560512,2381394361.37224,2149652237.93628,0.9026863726584
"Adulto","2019-03","Ejecutivo=0, Correos=1",3854,1310,33.9906590555267,1.75001983259253,7904420.38713025,27.4556305137519,1.55249508606471,6610769.36183206,27.3343511450382,0.0175001983259253,0.0155249508606471,2774716269.53731,2033157298.08602,0.73274421619514
"Adulto","2019-03","Ejecutivo=0, Correos=2",3230,1064,32.9411764705882,1.75521843746525,7609493.18885449,27.7136222910217,1.54600976293558,6865050.53571429,27.6973684210526,0.0175521843746525,0.0154600976293558,2197712351.57203,1730633561.16445,0.787470462149661
"Adulto","2019-03","Ejecutivo=0, Correos=3",8443,2910,34.4664218879545,1.74520894897831,7946845.94824115,27.4366931185598,1.553764610197,7329980.0532646,27.5213058419244,0.0174520894897831,0.01553764610197,6174124495.00965,5047431446.15896,0.817513713926345
